,UOK262,UOK262pFH,delta
R_NACHEX12ly,0.0,0.0,0.0
R_NACHEX13ly,0.0,0.0,0.0
R_NACHEX14ly,0.0,0.0,0.0
R_NACHEX15ly,0.0,0.0,0.0
R_NACHEX16ly,0.0,0.0,0.0
R_NACHEX17ly,0.0,0.0,0.0
R_NACHEX18ly,0.0,0.0,0.0
R_NACHEX19ly,0.0,0.0,0.0
R_NACHEX20ly,0.0,0.0,0.0
R_NACHEX21ly,0.0,0.0,0.0
R_NACHEX22ly,0.0,0.0,0.0
R_NACHEX23ly,0.0,0.0,0.0
R_NACHEX24ly,0.0,0.0,0.0
R_NACHEX25ly,0.0,0.0,0.0
R_NACHEX26ly,0.0,0.0,0.0
R_NACHEX27ly,0.0,0.0,0.0
R_NACHEX5ly,0.0,,
R_NACHEXA10ly,0.0,0.0,0.0
R_NACHEXA11ly,0.0,0.0,0.0
R_NACHEXA12ly,0.0,0.0,0.0
R_NACHEXA13ly,0.0,0.0,0.0
R_NACHEXA14ly,0.0,0.0,0.0
R_NACHEXA15ly,0.0,0.0,0.0
R_NACHEXA16ly,0.0,0.0,0.0
R_NACHEXA17ly,0.0,0.0,0.0
R_NACHEXA18ly,0.0,0.0,0.0
R_NACHEXA19ly,0.0,0.0,0.0
R_NACHEXA20ly,0.0,0.0,0.0
R_NACHEXA21ly,0.0,0.0,0.0
R_NACHEXA22ly,0.0,0.0,0.0
R_NACHEXA9ly,0.0,0.0,0.0
R_NACHORCTL3le,0.0,0.0,0.0
R_NACSMCTte,0.0,0.0,0.0
R_NADH2_u10m,16.5034025433,10.595399532,5.90800301122
R_NADHtpu,0.0,0.0,0.0
R_NADHtru,0.0,0.0,0.0
R_NADN,0.0,0.0,0.0
R_NADPHtru,0.00442655100722,0.00668430101223,-0.00225775000501
R_NADPHtxu,0.0,0.0,0.0
R_NADPtru,0.00442655100722,0.00668430101223,-0.00225775000501
R_NADPtxu,0.0,0.0,0.0
R_NADS2,0.0,0.0,0.0
R_NADtn,0.0,0.0,0.0
R_NADtru,0.0,0.0,0.0
R_NADtx,0.0,0.0,0.0
R_NAGA2ly,0.0,0.0,0.0
R_NAGAly,0.0,0.0,0.0
R_NAGLCAly,0.0,0.0,0.0
R_NAHCO3_HCLt,0.0,0.0,0.0
R_NAIt,0.0,0.0,0.0
R_NAt,0.0,0.0,0.0
R_NAt3_1,0.0,0.0,0.0
R_NAt5,-1.03289157789,-3.13884051972,-2.10594894183
R_NAtx,0.0,0.0,0.0
R_NBAHH_ir,0.0,0.0,0.0
R_NCAMDe,0.0,0.0,0.0
R_NCCt,0.0,0.0,0.0
R_NCKt,0.0,0.0,0.0
R_NCNt,0.0,0.0,0.0
R_NDP6,0.0,0.0,0.0
R_NDP7er,0.0,0.0,0.0
R_NDP7ex,0.0,0.0,0.0
R_NDP7g,0.0,0.0,0.0
R_NDP8,0.0,0.0,0.0
R_NDP8ex,0.0,0.0,0.0
R_NDPK1,0.0,0.0,0.0
R_NDPK10,0.0,0.0,0.0
R_NDPK10n,0.0,0.0,0.0
R_NDPK1m,0.0,0.0,0.0
R_NDPK1n,0.0,0.0,0.0
R_NDPK2,0.0,0.0,0.0
R_NDPK2n,0.0,0.0,0.0
R_NDPK3,0.0,0.0,0.0
R_NDPK3m,0.0,0.0,0.0
R_NDPK3n,0.0,0.0,0.0
R_NDPK4,0.0,0.0,0.0
R_NDPK4m,0.0,0.0,0.0
R_NDPK4n,0.0,0.0,0.0
R_NDPK5,0.0,0.0,0.0
R_NDPK5m,0.0,0.0,0.0
R_NDPK5n,0.0,0.0,0.0
R_NDPK6,0.0,0.0,0.0
R_NDPK6m,0.0,0.0,0.0
R_NDPK6n,0.0,0.0,0.0
R_NDPK7,0.0,0.0,0.0
R_NDPK7m,0.0,0.0,0.0
R_NDPK7n,0.0,0.0,0.0
R_NDPK8,0.0,0.0,0.0
R_NDPK8m,0.0,0.0,0.0
R_NDPK8n,0.0,0.0,0.0
R_NDPK9,0.0,0.0,0.0
R_NDPK9n,0.0,0.0,0.0
R_NH4t3r,0.0,0.0,0.0
R_NH4tn,0.0,0.0,0.0
R_NH4tp,0.0,0.0,0.0
R_NICRNS,0.00540328355138,0.00805458771842,-0.00265130416704
R_NICRNTtn,0.0,0.0,0.0
R_NKCC2t,-2.70723205415,-0.388118851072,2.31911320308
R_NKCCt,0.0,0.0,0.0
R_NMNATn,0.0,0.0,0.0
R_NMNATr,0.0,0.0,0.0
R_NMNS,0.0,0.0,0.0
R_NMNtn,0.0,0.0,0.0
R_NNATn,0.0,0.0,0.0
R_NNATr,0.0,0.0,0.0
R_NNDPR,0.0,0.0,0.0
R_NNMT,0.0,0.0,0.0
R_NODe,0.0,0.0,0.0
R_NORANMT,0.0,0.0,0.0
R_NOS1,0.0,0.0,0.0
R_NOS2,0.0,0.0,0.0
R_NP1,0.00540328355138,0.00805458771842,-0.00265130416704
R_NRPPHRSFt,0.0,0.0,0.0
R_NRPPHRSULT,0.0,0.0,0.0
R_NRPPHRVESSEC,0.0,0.0,0.0
R_NRPPHRt4_2_r,0.0,0.0,0.0
R_NRPPHRtu,0.0,0.0,0.0
R_NRVNCCOAtx,0.0,0.0,0.0
R_NRVNCCOAtxc,0.0,0.0,0.0
R_NRVNCt,0.0,0.0,0.0
R_NT5C,0.0,0.0,0.0
R_NTD1,0.0,0.0,0.0
R_NTD10,0.000907654904271,0.00135302653932,-0.00044537163505
R_NTD11,0.0,0.0,0.0
R_NTD1m,0.0,0.0,0.0
R_NTD2,0.0,0.0,0.0
R_NTD2e,0.0,0.0,0.0
R_NTD3,0.0,0.0,0.0
R_NTD4,0.0,0.0,0.0
R_NTD5,0.0,0.0,0.0
R_NTD5m,0.0,0.0,0.0
R_NTD6,0.0,0.0,0.0
R_NTD7,0.0,0.0,0.0
R_NTD7e,0.0,0.0,0.0
R_NTD8,0.0,0.0,0.0
R_NTD9,0.0,0.0,0.0
R_NaKt,0.0,0.0,0.0
R_O2t,11.9280519004,7.90039406407,4.0276578363
R_O2ter,0.00321930982337,0.00479897327892,-0.00157966345555
R_O2tm,9.75742496875,7.00560145242,2.75182351633
R_O2tp,0.0,0.0,0.0
R_OAADC,0.0,1.37331925043,-1.37331925043
R_OBDHc,0.0,0.186306248188,-0.186306248188
R_OCBTm,0.0,0.0,0.0
R_OCCOAtm,0.0,0.0,0.0
R_OCCOAtx,0.0,0.0,0.0
R_OCD11COACPT1,0.0,0.0,0.0
R_OCD11CRNCACT,0.0,0.0,0.0
R_OCD11CRNCPT2,0.0,0.0,0.0
R_OCDCAFAPMtc,0.0,0.0,0.0
R_OCDCEAFATPtc,0.0,0.0,0.0
R_OCDCEAtr,0.0,0.0,0.0
R_OCDEAFABP1tc,0.0,0.0,0.0
R_OCOAT1m,0.0,0.0,0.0
R_OCT11EFATP,0.0,0.0,0.0
R_OCTDECCACT,0.0,0.0,0.0
R_OCTDECCPT1,0.0,0.0,0.0
R_OCTDECCPT2,0.0,0.0,0.0
R_ODECOAtx,0.0,0.0,0.0
R_OIVD1m,0.0892391164517,0.0839589243016,0.00528019215006
R_OIVD2m,0.0930446985593,0.0896318442241,0.00341285433521
R_OIVD3m,0.0943570158641,0.0915880944829,0.00276892138118
R_OMHPALTD,0.0,0.0,0.0
R_OMPDC,0.00226869344376,0.00338190475758,-0.00111321131382
R_OPAHir,0.0,0.0,0.0
R_ORNALArBATtc,0.0,0.0,0.0
R_ORNDC,0.0,0.0,0.0
R_ORNLEUrBATtc,0.0,0.0,0.0
R_ORNTArm,0.992913526004,0.98943630741,0.00347721859411
R_ORNt3m,0.0,0.0,0.0
R_ORNt4m,0.0,0.0,0.0
R_ORNtiDF,0.0,0.0,0.0
R_OROTGLUt,0.097063879084,0.002214155097,0.094849723987
R_ORPT,-0.00226869344376,-0.00338190475758,-0.00111321131382
R_OXAHCOtex,0.0,0.0,0.0
R_OXAtp,0.0,0.0,0.0
R_OXYPtepv,0.0,0.0,0.0
R_OXYPthc,0.0,0.0,0.0
R_P45011A1m,0.0,0.0,0.0
R_P45011B11m,0.0,0.0,0.0
R_P45011B12m,0.0,0.0,0.0
R_P45011B21m,0.0,0.0,0.0
R_P45017A1r,-1.36106403925e-12,0.0,1.36106403925e-12
R_P45017A2r,-1.36106403925e-12,0.0,1.36106403925e-12
R_P45017A3r,0.0,0.0,0.0
R_P45017A4r,0.0,0.0,0.0
R_P45019A1r,0.0,0.0,0.0
R_P45019A2r,0.0,0.0,0.0
R_P4501B1r,0.0,0.0,0.0
R_P45021A1r,0.0,0.0,0.0
R_P45021A2r,0.0,0.0,0.0
R_P45027A11m,0.0,0.0,0.0
R_P45027A12m,0.0,0.0,0.0
R_P45027A13m,0.0,0.0,0.0
R_P45027A14m,0.0,0.0,0.0
R_P45027A15m,0.0,0.0,0.0
R_P45027A16m,0.0,0.0,0.0
R_P45027A1m,0.0,0.0,0.0
R_P45039A1r,0.0,0.0,0.0
R_P4503A7r,0.0,0.0,0.0
R_P45046A1r,0.0,0.0,0.0
R_P4507A1r,0.0,0.0,0.0
R_P4507B11r,0.0,0.0,0.0
R_P4507B12r,0.0,0.0,0.0
R_P4508B11r,0.0,0.0,0.0
R_P4508B13r,0.0,0.0,0.0
R_P450LTB4r,0.0,0.0,0.0
R_P450SCC1m,0.0,0.0,0.0
R_P5CDm,0.0,0.0,0.0
R_P5CR,0.0,0.0,0.0
R_P5CRm,0.0299297935923,0.0236943385892,0.00623545500311
R_PACCOAL,0.0,0.0,0.0
R_PAFH,0.0,0.0,0.0
R_PAFHe,0.0,0.0,0.0
R_PAFS,0.0,0.0,0.0
R_PAFt,0.0,0.0,0.0
R_PAIL45P_HStn,0.0,0.0,0.0
R_PAIL4P_HStn,0.0,0.0,0.0
R_PAIL_HStn,0.0,0.0,0.0
R_PAN4PP,0.0,0.0,0.0
R_PAPStg,0.0,0.0,0.0
R_PAPtg,0.0,0.0,0.0
R_PA_HSter,0.0,0.0,0.0
R_PA_HStg,0.0,0.0,0.0
R_PA_HStn,0.0,0.0,0.0
R_PCFLOPm,0.0,0.0,0.0
R_PCHOLABCtc,0.0,0.0,0.0
R_PCHOLHSTDe,0.0,0.0,0.0
R_PCHOLP_hs,0.0,0.0,0.0
R_PCHOLPg_hs,0.0,0.0,0.0
R_PCHOLPm_hs,0.0,0.0,0.0
R_PCHOLPr_hs,0.0,0.0,0.0
R_PCHOL_HSter,0.0,0.0,0.0
R_PCHOL_HStg,0.0,0.0,0.0
R_PCLAD,0.00973753653904,0.00960874994823,0.000128786590807
R_PCREATtmdiffir,0.0,0.0,0.0
R_PCRNtc,0.0,0.0,0.0
R_PCRNtm,0.0,0.0,0.0
R_PCm,0.99376175372,0.0,0.99376175372
R_PDE1,0.0,0.0,0.0
R_PDE4,0.0,0.0,0.0
R_PDE4n,0.0,0.0,0.0
R_PDHm,0.0,0.380220179359,-0.380220179359
R_PDX5PO,0.0,0.0,0.0
R_PDXPP,0.0,0.0,0.0
R_PEAMNO,0.0,0.0,0.0
R_PEFLIP,0.0,0.0,0.0
R_PEFLIPm,0.0,0.0,0.0
R_PEPCK,0.0,0.0,0.0
R_PEPCKm,0.0,0.0,0.0
R_PETHCT,0.0,0.0,0.0
R_PETOHMm_hs,0.0,0.0,0.0
R_PETOHMr_hs,0.0,0.0,0.0
R_PE_HSter,0.0,0.0,0.0
R_PE_HStm,0.0,0.0,0.0
R_PEt,0.0,0.0,0.0
R_PFK,0.0,0.0,0.0
R_PFK26,0.0,0.0,0.0
R_PGCD,0.503401460984,0.0,0.503401460984
R_PGDI,0.0,0.0,0.0
R_PGI,1.34258926053,0.315925012645,1.02666424789
R_PGISr,0.0,0.0,0.0
R_PGK,-2.83806726967,-0.800279402996,2.03778786667
R_PGL,0.0,0.0,0.0
R_PGLYCABCte,0.0,0.0,0.0
R_PGLYCt,0.0,0.0,0.0
R_PGLer,0.0,0.0,0.0
R_PGM,-2.33466580868,-0.800279402996,1.53438640569
R_PGMT,0.0,0.0,0.0
R_PGPPT,0.000287435559384,0.00042847555647,-0.000141039997087
R_PGPP_hs,0.000287435559384,0.00042847555647,-0.000141039997087
R_PGS,0.0,0.0,0.0
R_PGSr,0.0,0.0,0.0
R_PHACCOAGLNAC,0.0,0.0,0.0
R_PHEACGLNt,0.0,0.0,0.0
R_PHEATB0tc,0.0,0.0,0.0
R_PHEB0AT3tc,0.0,0.0,0.0
R_PHEMEtm,0.0,0.0,0.0
R_PHETHPTOX2,0.0,0.0,0.0
R_PHEt4,0.0,0.0,0.0
R_PHEtec,0.0808891357383,0.1,-0.0191108642617
R_PHEyLATthc,0.0,0.0,0.0
R_PHYCBOXL,0.0,0.0,0.0
R_PHYQt,0.0,0.0,0.0
R_PI345P3P,0.0,0.0,0.0
R_PI345P3Pn,0.0,0.0,0.0
R_PI345P5P,0.0,0.0,0.0
R_PI345P5Pn,0.0,0.0,0.0
R_PI34P3Pn,0.0,0.0,0.0
R_PI34P4Pn,0.0,0.0,0.0
R_PI34P5K,0.0,0.0,0.0
R_PI34P5Kn,0.0,0.0,0.0
R_PI3P3Pn,0.0,0.0,0.0
R_PI3P4K,0.0,0.0,0.0
R_PI3P4Kn,0.0,0.0,0.0
R_PI3P5K,0.0,0.0,0.0
R_PI45P3K,0.0,0.0,0.0
R_PI45P3Kn,0.0,0.0,0.0
R_PI45P4P,0.0,0.0,0.0
R_PI45P5P,0.0,0.0,0.0
R_PI45P5Pn,0.0,0.0,0.0
R_PI45PLC,0.0,0.0,0.0
R_PI4P3K,0.0,0.0,0.0
R_PI4P3Kn,0.0,0.0,0.0
R_PI4P5K,0.0,0.0,0.0
R_PI4P5Kn,0.0,0.0,0.0
R_PI4PLC,0.0,0.0,0.0
R_PI4PLCn,0.0,0.0,0.0
R_PI4PP,0.0,0.0,0.0
R_PI5P3K,0.0,0.0,0.0
R_PI5P4K,0.0,0.0,0.0
R_PI5P4Kn,0.0,0.0,0.0
R_PIK3,0.0,0.0,0.0
R_PIK3n,0.0,0.0,0.0
R_PIK4,0.0,0.0,0.0
R_PIK4n,0.0,0.0,0.0
R_PIK5,0.0,0.0,0.0
R_PIK5n,0.0,0.0,0.0
R_PIPLC,0.0,0.0,0.0
R_PIPLCn,0.0,0.0,0.0
R_PIt2m,44.1113608352,31.2869580151,12.82440282
R_PIt7,0.0,0.0,0.0
R_PIt8,0.0,0.0,0.0
R_PIt9,0.0,0.0,0.0
R_PIter,0.0,0.0,0.0
R_PItg,0.0,0.0,0.0
R_PItn,0.0,0.0,0.0
R_PItx,0.0,0.0,0.0
R_PLA2_2,0.0,0.0,0.0
R_PLA2_2e,0.0,0.0,0.0
R_PMANM,0.0,0.0,0.0
R_PMEVKc,0.00241448236906,0.00359922995919,-0.00118474759013
R_PMEVKx,0.0,0.0,0.0
R_PMI1346PH,0.0,0.0,0.0
R_PMI1346PHn,0.0,0.0,0.0
R_PMTCOAFABP1tc,0.0,0.0,0.0
R_PMTFATPtc,0.0,0.0,0.0
R_PNP,0.0,0.0,0.0
R_PNTEH,0.0,0.0,0.0
R_PNTK,0.0,0.0,0.0
R_PNTORDe,0.0,0.0,0.0
R_PNTOt5,0.0,0.0,0.0
R_PPA,0.0,0.0,0.0
R_PPAP,0.0,0.0,0.0
R_PPASMCT1,0.0,0.0,0.0
R_PPAer,0.0,0.0,0.0
R_PPAm,0.111173406606,0.472832950766,-0.36165954416
R_PPAn,0.0,0.0,0.0
R_PPAt,0.0,0.0,0.0
R_PPAtm,0.0,0.0,0.0
R_PPBNGS,0.0,0.0,0.0
R_PPCDC,0.0,0.0,0.0
R_PPCOACm,0.0,0.0,0.0
R_PPCOAOm,0.0,0.0,0.0
R_PPD2CSPp,0.0,0.0,0.0
R_PPItm,0.111173406607,0.469517075354,-0.358343668747
R_PPItr,-0.000804827456352,-0.00119974331973,-0.000394915863377
R_PPItx,0.0,0.0,0.0
R_PPM,-0.00449562864711,-0.0067015611791,-0.00220593253199
R_PPNCL3,0.0,0.0,0.0
R_PPPG9tm,0.0,0.0,0.0
R_PPPGOm,0.0,0.0,0.0
R_PRAGSr,0.00222693520335,0.00331965642152,-0.00109272121817
R_PRDX,0.0,0.0,0.0
R_PRDXl,0.0,0.0,0.0
R_PRFGS,0.00222693520335,0.00331965642152,-0.00109272121817
R_PRGNLONESULT,0.0,0.0,0.0
R_PRGNLONEtm,0.0,0.0,0.0
R_PRGNLONEtr,-1.36106403925e-12,0.0,1.36106403925e-12
R_PRGSTRNt,-1.36106403925e-12,0.0,1.36106403925e-12
R_PRISTANALtx,0.0,0.0,0.0
R_PRISTCOAtcx,0.0,0.0,0.0
R_PRISTCOAtx,0.0,0.0,0.0
R_PRISTtx,0.0,0.0,0.0
R_PRO1x,0.0,0.0,0.0
R_PRO1xm,0.0,0.0,0.0
R_PROB0AT2tc,0.0,0.0,0.0
R_PROD2,0.0,0.0,0.0
R_PROD2m,0.0,0.0,0.0
R_PRODt2r,0.0,0.0,0.0
R_PROIMINOtc,0.0,0.0,0.0
R_PROPAT4te,0.0,0.0,0.0
R_PROSTGD2t,0.0,0.0,0.0
R_PROSTGE1t,0.0,0.0,0.0
R_PROSTGE1t3,0.0,0.0,0.0
R_PROSTGE2t,0.0,0.0,0.0
R_PROSTGE2t2,0.0,0.0,0.0
R_PROSTGE2t3,0.0,0.0,0.0
R_PROSTGF2t,0.0,0.0,0.0
R_PROSTGH2t,0.0,0.0,0.0
R_PROSTGI2t,0.0,0.0,0.0
R_PROSTGI2tr,0.0,0.0,0.0
R_PRO_Dtde,0.0,0.0,0.0
R_PROt2r,0.0,0.0,0.0
R_PROt4_2_r,0.0,0.0,0.0
R_PROtm,0.0,0.0,0.0
R_PRPNCOAHYDm,2.65930561433,0.277894342671,2.38141127166
R_PRPPS,0.0,0.0,0.0
R_PSDm_hs,0.0,0.0,0.0
R_PSERT,0.503401460984,0.0,0.503401460984
R_PSFLIP,0.0,0.0,0.0
R_PSFLIPm,0.0,0.0,0.0
R_PSHSABCtc,0.0,0.0,0.0
R_PSP_L,0.503401460984,0.0,0.503401460984
R_PSSA1_hs,-0.00339166859002,-0.00505590571183,-0.00166423712181
R_PSSA2_hs,-0.00109226301574,-0.0016282188762,-0.000535955860464
R_PSt3,0.0,0.0,0.0
R_PTCRTD,0.0,0.0,0.0
R_PTE3x,0.0,0.0,0.0
R_PTE4x,0.0,0.0,0.0
R_PTPAT,0.0,0.0,0.0
R_PTPATe,0.0,0.0,0.0
R_PTRCOX1,0.0,0.0,0.0
R_PTVSTATPtu,0.0,0.0,0.0
R_PTVSTGLUChc,0.0,0.0,0.0
R_PTVSTLAChc,0.0,0.0,0.0
R_PTVSThc,0.0,0.0,0.0
R_PTVSTtep,0.0,0.0,0.0
R_PTVSTtu,0.0,0.0,0.0
R_PUNP1,0.0,0.0,0.0
R_PUNP2,0.0,0.0,0.0
R_PUNP3,0.000907654904271,0.00135302653932,-0.00044537163505
R_PUNP4,0.0,0.0,0.0
R_PUNP5,0.0,0.0,0.0
R_PUNP6,0.0,0.0,0.0
R_PUNP7,0.0,0.0,0.0
R_PVD3,0.0,0.0,0.0
R_PVSATPtu,0.0,0.0,0.0
R_PVSGLUCteb,0.0,0.0,0.0
R_PVSGLUCtev,0.0,0.0,0.0
R_PVSHtu,0.0,0.0,0.0
R_PVSOATPtu,0.0,0.0,0.0
R_PVStep,0.0,0.0,0.0
R_PYDAMK,0.0,0.0,0.0
R_PYDXDH,0.0,0.0,0.0
R_PYDXK,0.0,0.0,0.0
R_PYDXNK,0.0,0.0,0.0
R_PYDXNtr,0.0,0.0,0.0
R_PYDXPP,0.0,0.0,0.0
R_PYDXtr,0.0,0.0,0.0
R_PYK,0.709629724879,0.446331986209,0.26329773867
R_PYNP2r,0.0,0.0,0.0
R_PYRSMCT1,0.0,0.0,0.0
R_PYRt2m,0.0,0.160343336605,-0.160343336605
R_PYRt2p,0.0,0.0,0.0
R_PYRt2r,0.0,0.0,0.0
R_Q10H2e,0.0,0.0,0.0
R_QUILSYN,0.0,0.0,0.0
R_RAI1,0.0,0.0,0.0
R_RAI2,0.0,0.0,0.0
R_RBFK,0.0,0.0,0.0
R_RDH1,0.0,0.0,0.0
R_RDH1a,0.0,0.0,0.0
R_RDH2,0.0,0.0,0.0
R_RDH2a,0.0,0.0,0.0
R_RDH3,0.0,0.0,0.0
R_RDH3a,0.0,0.0,0.0
R_RE0383C,-0.09954010705,-0.0993144449905,0.000225662059572
R_RE0452M,0.0,0.0,0.0
R_RE0453C,0.0,0.0,0.0
R_RE0453M,0.0,0.0,0.0
R_RE0453N,0.0,0.0,0.0
R_RE0512M,0.0,0.0,0.0
R_RE0512X,0.0,0.0,0.0
R_RE0565C,0.0,0.0,0.0
R_RE0566C,0.0,0.0,0.0
R_RE0567C,0.0,0.0,0.0
R_RE0568C,0.0,0.0,0.0
R_RE0578C,0.0,0.0,0.0
R_RE0579C,0.0,0.0,0.0
R_RE0583C,0.0,0.0,0.0
R_RE0689E,0.0,0.0,0.0
R_RE0691C,0.0,0.0,0.0
R_RE0830C,0.0,0.0,0.0
R_RE0830N,0.0,0.0,0.0
R_RE0908C,0.0,0.0,0.0
R_RE0912C,0.0,0.0,0.0
R_RE1100C,0.0,0.0,0.0
R_RE1135C,0.0,0.0,0.0
R_RE1233C,0.0,0.0,0.0
R_RE1254C,0.0,0.0,0.0
R_RE1303C,0.0,0.0,0.0
R_RE1441R,0.0,0.0,0.0
R_RE1447M,0.0,0.0,0.0
R_RE1447N,0.0,0.0,0.0
R_RE1448N,0.0,0.0,0.0
R_RE1448R,0.0,0.0,0.0
R_RE1516M,0.0,0.0,0.0
R_RE1516X,0.0,0.0,0.0
R_RE1517M,0.0,0.0,0.0
R_RE1517X,0.0,0.0,0.0
R_RE1518M,0.0,0.0,0.0
R_RE1518X,0.0,0.0,0.0
R_RE1519X,0.0,0.0,0.0
R_RE1520M,0.0,0.0,0.0
R_RE1520X,0.0,0.0,0.0
R_RE1521M,0.0,0.0,0.0
R_RE1521X,0.0,0.0,0.0
R_RE1522M,0.0,0.0,0.0
R_RE1522X,0.0,0.0,0.0
R_RE1523M,0.0,0.0,0.0
R_RE1523X,0.0,0.0,0.0
R_RE1525M,0.0,0.0,0.0
R_RE1525X,0.0,0.0,0.0
R_RE1526M,0.0,0.0,0.0
R_RE1526X,0.0,0.0,0.0
R_RE1527M,0.0,0.0,0.0
R_RE1527X,0.0,0.0,0.0
R_RE1530C,0.0,0.0,0.0
R_RE1530M,0.0,0.0,0.0
R_RE1531M,0.0,0.0,0.0
R_RE1531X,0.0,0.0,0.0
R_RE1532M,0.0,0.0,0.0
R_RE1532X,0.0,0.0,0.0
R_RE1533M,0.0,0.0,0.0
R_RE1533X,0.0,0.0,0.0
R_RE1534M,0.0,0.0,0.0
R_RE1534X,0.0,0.0,0.0
R_RE1573M,0.0,0.0,0.0
R_RE1573X,0.0,0.0,0.0
R_RE1709C,0.0,0.0,0.0
R_RE1709N,0.0,0.0,0.0
R_RE1796M,0.0,0.0,0.0
R_RE1796R,0.0,0.0,0.0
R_RE1804C,0.0,0.0,0.0
R_RE1804M,0.0,0.0,0.0
R_RE1807C,0.0,0.0,0.0
R_RE1807M,0.0,0.0,0.0
R_RE1810M,0.0,0.0,0.0
R_RE1826C,0.0,0.0,0.0
R_RE1834C,0.0,0.0,0.0
R_RE1835C,0.0,0.0,0.0
R_RE1845C,0.0,0.0,0.0
R_RE1897C,0.0,0.0,0.0
R_RE1898C,0.0,0.0,0.0
R_RE1901R,0.0,0.0,0.0
R_RE1903R,0.0,0.0,0.0
R_RE1957R,0.0,0.0,0.0
R_RE2079R,0.0,0.0,0.0
R_RE2240C,0.0,0.0,0.0
R_RE2349C,0.0,0.0,0.0
R_RE2404C,0.0,0.0,0.0
R_RE2405C,0.0,0.0,0.0
R_RE2541C,0.0,0.0,0.0
R_RE2624X,0.0,0.0,0.0
R_RE2625C,0.0,0.0,0.0
R_RE2625M,0.0,0.0,0.0
R_RE2626C,0.0,0.0,0.0
R_RE2626M,0.0,0.0,0.0
R_RE2649C,0.0,0.0,0.0
R_RE2649M,0.0,0.0,0.0
R_RE2651R,0.0,0.0,0.0
R_RE2655R,0.0,0.0,0.0
R_RE2658R,0.0,0.0,0.0
R_RE2659R,0.0,0.0,0.0
R_RE2660C,0.0,0.0,0.0
R_RE2660N,0.0,0.0,0.0
R_RE2666C,0.0,0.0,0.0
R_RE2666G,0.0,0.0,0.0
R_RE2675C,0.0,0.0,0.0
R_RE2677C,0.0,0.0,0.0
R_RE2677G,0.0,0.0,0.0
R_RE2680C,0.0,0.0,0.0
R_RE2759X,0.0,0.0,0.0
R_RE2799C,0.0,0.0,0.0
R_RE2814M,0.0,0.0,0.0
R_RE2814R,0.0,0.0,0.0
R_RE2954C,0.000258222543775,0.000384928184858,-0.000126705641083
R_RE2972M,0.0,0.0,0.0
R_RE2985X,0.0,0.0,0.0
R_RE2986X,0.0,0.0,0.0
R_RE2987X,0.0,0.0,0.0
R_RE2988X,0.0,0.0,0.0
R_RE2989X,0.0,0.0,0.0
R_RE2990X,0.0,0.0,0.0
R_RE2991X,0.0,0.0,0.0
R_RE2992X,0.0,0.0,0.0
R_RE2993X,0.0,0.0,0.0
R_RE2994X,0.0,0.0,0.0
R_RE2996X,0.0,0.0,0.0
R_RE2997X,0.0,0.0,0.0
R_RE2998M,0.0,0.0,0.0
R_RE2999M,0.0,0.0,0.0
R_RE3000M,0.0,0.0,0.0
R_RE3001M,0.0,0.0,0.0
R_RE3002X,0.0,0.0,0.0
R_RE3003M,0.0,0.0,0.0
R_RE3004M,0.0,0.0,0.0
R_RE3005M,0.0,0.0,0.0
R_RE3006M,0.0,0.0,0.0
R_RE3009C,0.0,0.0,0.0
R_RE3011R,0.0,0.0,0.0
R_RE3012R,0.0,0.0,0.0
R_RE3014R,0.0,0.0,0.0
R_RE3015R,0.0,0.0,0.0
R_RE3016R,0.0,0.0,0.0
R_RE3017R,0.0,0.0,0.0
R_RE3050R,0.0,0.0,0.0
R_RE3074X,0.0,0.0,0.0
R_RE3076X,0.0,0.0,0.0
R_RE3079X,0.0,0.0,0.0
R_RE3106C,0.0,0.0,0.0
R_RE3110C,0.0,0.0,0.0
R_RE3112C,0.0,0.0,0.0
R_RE3113C,0.0,0.0,0.0
R_RE3119C,0.0,0.0,0.0
R_RE3120C,0.0,0.0,0.0
R_RE3121C,0.0,0.0,0.0
R_RE3122C,0.0,0.0,0.0
R_RE3181C,0.0,0.0,0.0
R_RE3198C,0.0,0.0,0.0
R_RE3218C,0.0,0.0,0.0
R_RE3224C,0.0,0.0,0.0
R_RE3225C,0.0,0.0,0.0
R_RE3226C,0.0,0.0,0.0
R_RE3227C,0.0,0.0,0.0
R_RE3228C,0.0,0.0,0.0
R_RE3229C,0.0,0.0,0.0
R_RE3230C,0.0,0.0,0.0
R_RE3231C,0.0,0.0,0.0
R_RE3232C,0.0,0.0,0.0
R_RE3234C,0.0,0.0,0.0
R_RE3235C,0.0,0.0,0.0
R_RE3236C,0.0,0.0,0.0
R_RE3237C,0.0,0.0,0.0
R_RE3241C,0.0,0.0,0.0
R_RE3241R,0.0,0.0,0.0
R_RE3242C,0.0,0.0,0.0
R_RE3242R,0.0,0.0,0.0
R_RE3243C,0.0,0.0,0.0
R_RE3243R,0.0,0.0,0.0
R_RE3244C,0.0,0.0,0.0
R_RE3244R,0.0,0.0,0.0
R_RE3245C,0.0,0.0,0.0
R_RE3247X,0.0,0.0,0.0
R_RE3248X,0.0,0.0,0.0
R_RE3250X,0.0,0.0,0.0
R_RE3251C,0.0,0.0,0.0
R_RE3252C,0.0,0.0,0.0
R_RE3268R,0.0,0.0,0.0
R_RE3269C,0.0,0.0,0.0
R_RE3270C,0.0,0.0,0.0
